f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,target
12925,B,-414,-2776,-1411,15653,98,C,3075,A,-394,L,4279,-13751,582,3238,1920,450,4363,,I,A,-4153,A,9896,B,A,11502,-5046,-22979,54,-5117,3077,I,-10594,A,-7448,37589,817,-383,J,J,G,-6594,511,G,A,-403,2647,2509,-14600,-60,-663,-39822,-8427,-9044,535,-5620,591,-28652,-17865,-8619,-3190,B,2061,525,-7830,274,D,D,1
-9796,I,331,2149,1197,-12008,-53,E,-2593,A,113,K,-2986,,-358,-1849,,278,-3441,B,G,E,2539,A,-7942,N,,-8988,4054,,94,,-2814,H,8706,A,5437,-29595,-766,381,B,L,A,5336,-202,L,B,133,-1991,-2221,11292,-412,1107,,6063,7818,,4320,-346,22517,14119,6934,2866,A,,-203,5996,148,J,P,1
-21370,A,951,4794,2767,-26500,-396,E,-5457,,563,M,-6689,23582,-247,-3371,-3519,-177,-7119,D,F,E,6079,A,-17090,P,E,-19870,8757,40550,-165,8616,-6110,A,18490,D,12449,-63578,-1670,782,D,E,A,11683,-741,B,B,639,-4250,-4918,25323,-1314,,68618,13648,16604,-1239,8978,-893,49327,31980,15497,6051,A,-4001,-349,13209,-35,C,B,1
24199,H,-1138,-5235,-2951,29224,,C,5772,A,-789,A,7861,-25418,2157,6685,3636,412,7598,B,A,A,-7300,A,19171,G,A,21774,-9503,-42160,-909,-9579,5110,I,,D,-13106,71352,812,-913,F,A,E,-12060,922,G,A,-688,5464,3974,-27304,-634,-1889,-73756,-13886,-17967,888,-10530,604,-53222,-31663,-16036,-5836,B,3717,650,-14679,-40,A,I,1
16267,B,-618,-3598,,19593,-78,C,3834,A,-486,L,5318,-17037,1043,4271,2593,392,5192,B,A,A,-5032,A,12664,B,B,14673,-6607,-28678,-292,-6362,3658,I,-13287,A,-9051,47693,599,-642,J,J,G,-8062,448,G,A,-605,3616,2686,-18481,-53,-1089,-49817,-9613,-11861,645,-7136,435,-35870,-21827,-10918,-4031,B,2522,600,-9836,254,D,D,1
23448,H,-876,-5264,-2749,28456,155,C,5896,A,-626,A,7633,-25056,1826,5330,3608,271,7701,B,E,A,-7107,A,18918,G,B,21382,-10106,-42215,-953,-9565,5410,I,-19466,D,-12952,69750,1331,-570,F,A,E,-12086,,P,A,-592,5257,4562,-27177,64,-1602,-73201,,-18053,906,-10394,808,-52666,-32296,-15844,-5935,,3833,533,-14417,18,A,I,1
-12699,A,422,2768,1584,-15968,161,E,-3211,A,296,K,-4170,13696,-652,-2953,-1941,79,-4044,B,F,E,3238,A,-9872,J,E,-11507,4679,23153,-45,4856,-3560,H,11093,D,7503,-37695,-892,594,B,E,A,6654,-451,C,B,272,-2677,-2422,14684,-130,1426,40166,7907,9445,-686,5045,-443,28499,18003,8801,3412,A,-2144,-232,7718,118,I,P,1
-26347,A,1069,5807,3476,-32829,-493,D,-6593,B,682,M,-8457,,-420,-4323,-4301,59,-8876,D,I,E,7668,A,-21482,P,E,-24626,11148,50527,21,10691,-7541,A,22888,D,15469,-78995,-2088,964,D,D,A,14640,-992,B,B,502,-5129,,31612,-1552,2396,85696,17202,20630,-1544,11242,-1257,61361,39827,19153,7707,A,-4851,-767,16626,167,C,E,1
16192,B,-642,-3538,-1969,19576,-18,C,3878,A,-368,L,5221,-17115,1311,4478,2421,312,5132,B,E,A,-4755,A,12475,B,A,14298,-6113,-28134,-100,-6430,3438,I,-13251,D,-8906,47234,672,-707,J,J,G,-7899,326,G,A,-627,,2345,,-621,-1206,-48992,-9583,-11660,600,-6766,589,,-21233,-10732,-3967,B,2586,323,-9905,95,A,D,1
20853,H,-686,-4235,-2481,24853,-217,C,5227,A,-517,L,6695,-21594,2154,5997,3085,329,6616,B,M,A,,A,16234,G,A,18341,-7846,-35649,-568,-8162,4136,I,-17017,D,-11261,60611,997,-763,F,A,E,-10224,703,G,A,-886,4560,3383,-23260,-677,-1518,-62511,-12007,-15022,717,-8854,514,-45195,-26535,,-4928,B,2999,436,-12382,87,A,D,1
44343,E,-1392,-9711,-5406,53645,22,F,11141,C,-1201,O,14188,-47203,2881,10736,6587,659,14322,A,E,D,-13150,A,34822,L,A,39858,-17632,-78982,-717,,10503,E,-36720,D,-24817,130257,2357,-1618,E,K,F,-22671,1385,O,A,-1313,9441,8263,-50811,-5,-3223,-136686,-26453,-32902,1846,-19081,1718,-98437,-60467,-29896,-11318,E,7100,1118,-27288,43,H,L,1
-2112,I,75,485,437,-2898,102,A,-616,A,-118,H,-786,2308,,-631,-479,416,-884,B,E,E,412,A,-1784,A,B,-1991,883,4138,-77,625,-627,H,2147,A,1180,-6854,-77,1,B,L,G,1238,-267,L,B,-43,-363,-419,2736,140,419,7254,1133,1896,-253,855,-180,5172,3544,1347,773,A,-336,173,1492,118,J,P,1
-25178,A,1068,5699,3224,-30934,-203,E,,B,566,M,-8203,27261,-1260,-5013,-4015,14,-8518,D,E,E,7063,A,-20293,P,E,-23375,10612,46752,525,10089,-6558,A,21462,A,14369,-75224,-1570,652,D,E,A,,-800,B,B,572,-5104,-5452,29523,-788,2468,80461,15041,19752,-1609,10825,-1091,57841,36145,17746,7119,A,-4576,-844,15748,157,,E,1
-6642,I,171,,638,-8197,-103,E,-1695,A,125,,-2232,7182,-554,-1544,-1017,243,-2351,B,,E,1562,A,-5340,,,,2651,12078,200,2479,-1748,H,5790,A,3856,-20068,-369,,B,L,,3493,-299,L,B,269,-1621,-1284,7822,-161,939,21154,,5521,-499,2908,-325,15118,9223,4604,1841,A,-1197,-69,4179,75,I,P,1
9384,B,-350,,-1170,11415,,A,2435,,-316,L,3199,-9917,662,2490,1449,349,3203,B,G,A,-2798,A,7394,A,A,8413,-3833,-16778,-220,-3800,2093,I,-7741,A,-5248,27474,598,-467,,J,G,-4881,520,E,A,-234,2138,1596,-10680,-38,-364,-28861,-5728,-7037,192,-3976,331,-21031,-12770,-6231,-2397,B,1589,224,-5647,82,D,D,1
,B,-170,-1278,-695,7180,-129,A,1423,A,-244,H,2079,-6291,732,1753,940,118,1872,B,A,A,-1636,,4874,,B,5475,-2571,-10178,-305,-2456,1018,,-4747,A,-3278,17666,110,-12,J,L,G,-2935,298,E,A,-127,1286,1030,-6700,-327,-231,-18119,-3452,-4504,122,-2556,132,-13289,-7605,-4014,-1465,B,948,95,-3772,40,J,M,1
-47805,C,1833,10567,6017,-58537,-159,G,-12046,B,,N,-15564,51388,,-10491,-7589,69,-15697,D,I,C,13685,B,-38180,E,E,-43782,,87073,1030,18848,-12115,G,,A,27127,-141815,-2713,1774,K,H,C,24911,-1909,A,B,,-9994,-9432,55476,,4304,150138,28656,36327,-2294,20393,-1848,108007,66905,32853,12776,D,-8138,-1349,29507,449,M,F,1
,A,1015,5026,2864,-26586,-167,E,-5572,B,206,M,-7109,23327,-1422,-4940,-3477,384,-7342,,A,E,6031,A,-17633,J,B,-20066,8997,39406,674,8639,-5272,A,18509,A,12207,-64738,,,D,E,A,11260,-913,C,B,587,-4576,-4483,25318,-115,2117,68504,12605,16851,-1115,9414,,49268,,15177,5911,A,-3537,-509,13354,281,C,B,1
22963,H,-707,-4894,-2973,,-201,C,5505,,-683,A,7446,-24248,1804,6248,3319,374,7079,B,,A,-6777,A,17722,G,A,20010,-8783,,-291,-8985,5072,I,-18843,D,-12773,66455,994,-1088,F,A,E,-11291,676,P,A,-852,,3831,-25668,,,-69098,-13783,-16450,662,-9494,763,-49764,-30244,-14904,-5594,B,3657,542,-13914,,A,I,1
6860,B,-192,-1377,-857,7984,-59,A,1758,A,-137,H,2147,-7076,,2347,979,231,2137,B,F,A,-2242,A,5052,A,A,5771,-2220,-11155,-107,-2611,1046,I,-5198,D,-3457,19399,281,-425,J,J,G,-2914,109,E,A,-290,1475,828,-7149,-503,-199,-19697,-4004,-4502,-17,-2879,104,-14301,-8228,-4151,-1407,B,1039,-118,-3976,175,J,M,1
46616,E,-1628,-10211,-5740,56289,,F,11614,,-1219,D,14954,-49102,3598,12198,7093,619,14952,A,B,D,-13578,,36502,L,G,41590,-18362,-81938,-970,-18222,10398,E,-38563,D,-25673,136996,,-1678,E,K,F,-23246,1588,D,A,-1459,10012,7877,-52851,-888,-3681,-142597,-27579,-34176,1816,-19888,1653,-102944,-62073,-30974,-11510,E,7358,1155,-28322,25,K,L,1
14079,B,,-3212,-1618,16835,-20,C,3254,A,-243,L,4365,-14932,,3309,2011,319,4415,B,I,A,-4184,A,10663,B,A,12399,-5566,-24891,-88,-5512,3105,I,-11731,D,-7872,41021,737,-824,J,J,G,-7172,379,G,A,-481,3044,2568,-15916,-211,-910,-42883,-8746,-10021,602,-5919,397,-30895,-19247,-9471,-3373,B,2272,430,,251,,,1
,E,-1496,-8966,-5106,50264,-128,F,10313,,-1056,D,13240,-44279,2852,9759,6399,390,13546,,E,D,-12337,A,32833,K,G,37662,-16858,-74232,-978,-16493,9785,E,,B,-22952,122515,2041,-1523,E,K,F,-21197,1392,D,A,-1248,8913,7658,-47607,181,-3099,-128730,-24232,-31025,1612,-18174,1507,-92579,-56363,,-10819,E,6901,841,-25518,109,H,,1
,B,-600,,-1751,17293,-109,A,3587,A,-175,L,4597,-15253,1560,4352,2151,4,4652,B,E,A,-4398,A,11455,B,B,13081,-6075,,-617,-5910,2865,I,,D,-7913,42923,406,-312,J,J,G,-6901,599,G,A,-689,3101,2237,-16513,-646,-892,-43979,-8055,-10637,481,-6588,612,-31839,-18559,-9614,-3611,B,2140,432,-8949,204,D,D,1
15248,B,,-3412,-1864,18290,-49,C,3767,A,-555,L,4885,-16054,1125,3682,2395,606,4812,B,,A,-4733,A,11917,B,,13650,-6060,-26763,-131,-6199,3382,I,-12488,A,-8278,44315,823,,J,J,G,-7652,435,G,A,-455,3571,2508,-17427,,-813,-46435,-9388,-10992,533,-6455,595,-33337,-20497,-10155,-3815,B,2425,289,-9242,156,D,D,1
-20158,A,819,4337,2620,-24703,-5,E,-5108,B,574,M,,21506,-1154,-4263,-3092,78,-6686,D,E,E,5644,A,-15931,J,B,-18125,8012,36534,106,7924,-5364,A,17345,A,11307,-59207,-1205,703,D,E,A,10404,-728,C,B,599,-4137,-4179,23343,-154,2014,63070,12229,15113,-857,8563,-751,45464,28364,13957,5379,A,-3349,-409,12300,62,C,B,1
,I,-9,-281,-49,737,280,A,163,A,-126,H,346,-947,427,152,187,-28,279,B,I,E,-527,A,760,A,B,1083,-656,-1440,-332,-476,92,H,-404,D,-139,2637,-20,263,J,L,G,-451,169,E,,15,187,101,-782,55,,-2552,6,-956,-138,-519,-43,-1828,-706,-606,-292,A,178,-45,-476,260,,M,1
-6255,I,335,1297,1014,-8001,83,E,-1484,A,216,K,-1998,6595,-245,-1471,-1083,305,-1904,B,F,E,,A,-4929,N,B,-5586,2307,11451,-84,2212,-1605,H,,A,3518,-18840,-398,214,B,E,A,3180,-185,L,B,161,-1222,-1269,7399,179,775,19742,3847,4673,-576,2565,-158,14297,8860,4555,1605,A,-915,-265,3873,95,I,P,1
-10743,I,516,2478,1439,-13156,-289,E,-2695,A,265,K,-3380,11774,-379,-1519,-1715,460,-3780,B,G,E,2893,A,-8831,N,E,-10112,4651,20123,312,4218,-2982,H,9445,A,6312,-32224,-544,31,B,E,A,5961,-290,C,B,193,-2260,-2342,12701,-516,1295,,6372,8532,-714,4576,-537,25044,16018,,3250,A,-1880,-375,6663,223,I,P,1
242,I,-65,-70,-126,-333,-281,A,17,A,-102,H,150,374,755,1323,-328,382,-34,B,M,E,,A,-87,A,B,-362,220,1687,-23,124,-726,H,292,D,304,-392,-330,-99,B,J,G,496,-58,L,A,-16,163,-802,777,-983,258,2044,280,789,-380,-167,-104,1126,1773,669,517,A,-239,-13,218,,J,M,1
-3096,I,-24,804,657,-4107,-169,E,-717,A,198,H,-967,3400,413,-195,-489,200,-1099,B,I,E,628,A,-2527,,E,-2722,1104,6324,-448,1155,-1177,H,2903,A,1905,-9099,-591,258,B,L,G,1844,-14,L,A,-221,-532,-822,3637,-308,334,10289,2687,2270,-216,1003,-234,7124,5273,2305,681,A,-596,-49,1853,66,J,P,1
31141,H,-1115,-6744,,37465,-141,C,7776,C,,A,10079,-32692,2595,8056,4754,492,10009,A,E,,-9273,A,24513,G,A,,-12377,-54313,-960,-12214,6858,E,-25317,D,-17249,91248,1337,-1000,F,A,E,-15456,1206,P,A,-1060,6667,5251,-35262,-754,-2457,-94500,-18044,-23024,1080,-13332,1026,-68196,-40836,-20410,-7589,B,4923,730,-19029,152,A,I,1
-25295,A,837,5737,3352,-31316,-227,D,-6403,B,588,,-8229,27624,-982,-5287,-4143,76,-8315,D,G,E,7171,A,-20089,J,E,-23188,10166,46654,29,10069,-6780,A,21682,A,14377,-75136,-1808,941,,E,A,13442,-808,B,B,708,-5330,-5241,29539,-407,2206,80220,15853,19192,-1281,10794,-1044,57712,36168,17701,6716,A,-4301,-632,,65,C,E,1
-18065,A,735,,2518,-22252,-5,E,-4496,A,595,K,-5767,19458,-702,-3850,-2729,-141,-6115,B,A,,5066,A,-14236,J,E,-16204,6974,32953,33,7005,-4613,A,15424,D,10448,,-1080,656,D,E,A,9508,-633,C,B,421,-3749,,20927,-541,1642,56909,11414,13661,-976,7412,-674,40904,25832,12686,4749,A,-3068,-652,11195,-16,I,B,1
17887,B,-701,-3859,-2021,21448,-85,,4232,A,-664,,5618,-18875,1184,4441,2724,204,5429,B,,,-5355,A,13874,B,A,16001,-7144,-31713,-317,-7157,4128,I,,A,-9978,52215,1010,-721,F,J,E,-9164,363,G,A,-597,,2942,-20202,36,-1155,-54791,-10820,-12888,1026,-7681,683,-39469,-24260,-11804,-4623,B,2775,359,-10785,301,D,D,1
42221,E,-1551,-9161,-5195,,100,F,10370,C,-1147,D,13549,-44838,2956,10162,6358,432,13555,A,A,D,-12409,A,33230,K,A,38006,,-74836,,-16897,9573,E,-35018,D,-23261,123953,2011,-1574,E,K,F,-21177,1473,D,A,-1330,9191,7704,-48050,-142,-3285,-129801,-24459,-31010,1759,-18253,1500,-93421,-56819,-28311,-10671,E,6898,1078,-25637,-71,K,O,1
1674,I,106,,-204,1964,-21,A,168,A,-105,H,566,-1599,-4,613,127,570,573,B,I,E,-661,A,737,A,B,1268,-302,-2822,384,-759,282,H,-1220,A,-1034,4315,215,-391,J,L,G,-815,78,E,A,178,203,-43,-1834,-102,207,-4407,-1569,-612,-51,-571,168,-3199,-2083,-1004,-259,A,46,94,-1008,593,J,M,1
26281,H,-797,-5796,-3227,31858,-153,C,6501,A,-874,A,8443,-27766,1880,6616,3913,599,8534,B,A,A,-7850,A,20231,G,B,23285,-10204,-46334,-159,-10322,5832,E,-21768,A,-14655,76651,1429,-1226,F,A,E,-13247,774,P,,-781,5620,4583,-29701,-371,-1916,-80111,-15852,-19051,,-11159,884,-57797,-35180,-17501,-6594,B,4368,590,-15943,196,A,I,1
-2380,I,116,335,364,-2955,-246,A,-560,A,84,H,-746,,145,47,-361,332,-1049,B,E,E,526,A,-2168,A,B,-2396,1152,4846,249,833,-1006,H,2279,A,1559,-7335,-418,-69,B,L,G,1425,-120,L,B,186,-254,-756,,-472,264,8496,1261,2292,-349,1011,-96,6040,,1926,986,A,-447,3,1534,232,J,P,1
-2947,I,218,691,353,-4071,-255,A,-960,A,56,H,-868,3912,491,668,-532,365,,B,F,E,752,A,-2744,N,A,-3358,1855,7396,141,1201,-1475,H,3026,A,2064,-9761,,-154,B,L,G,2137,-184,L,B,-54,-376,-1124,3953,-899,380,11999,2122,3052,-548,1269,-209,,6197,2832,1406,A,-1021,-64,,95,J,P,1
-37793,K,1642,8301,4915,-46186,,D,-9458,B,,F,-12245,40310,-2191,-8736,-6046,-18,-12396,D,G,C,10632,A,-29921,H,E,-34152,15078,68090,443,,,G,31986,A,21328,-111726,-2188,1324,G,D,C,19412,-1316,J,B,1058,-8017,-7129,,-116,3396,117683,22924,28266,-1695,16084,-1383,84439,52412,25542,9973,D,-6172,-1074,23067,-2,B,N,1
-30412,K,1355,6929,3733,-37413,-578,D,-7631,B,710,F,-9678,,-1286,-5262,-4901,343,-10258,D,D,E,8909,,-24884,P,B,-28418,13245,57441,852,12360,-8448,A,25747,A,17358,-91270,-2033,775,G,D,C,16625,-1229,J,B,474,-6266,-6984,36039,,2879,98066,18327,24290,-1858,13057,-1435,70331,,21511,8709,A,-5610,-837,19122,309,C,E,1
31460,H,-980,-6909,-4062,38103,-10,C,7776,C,-912,A,10206,-33584,1853,7592,4649,805,10124,A,E,A,-9442,A,24790,G,G,28443,-12557,-56212,-601,-12682,7371,E,-26163,D,-17580,92362,1621,-1272,F,A,E,-16076,1122,P,A,-1134,6720,5497,-36067,32,-2270,-96939,-19127,-23124,1299,-13500,1218,-69783,-42863,-21235,-8218,B,5144,711,-19176,158,H,I,1
-4779,I,321,1074,567,-5569,-341,E,-1256,A,46,K,-1511,5187,-140,-331,-719,433,-1808,B,F,E,1175,A,-4189,N,E,-4560,2256,9254,528,2093,,H,4177,D,2646,-14294,-257,-190,B,L,,2783,-388,L,B,179,-958,-1407,5781,-662,755,15788,,4194,-583,2003,-299,11250,,3808,1432,A,-911,-139,3047,100,I,P,1
9871,B,-273,-2237,-1111,11788,,A,2632,A,-229,L,3083,-10290,890,2475,1522,357,3076,B,E,A,-3124,A,7906,A,B,9331,-4273,-17383,-478,-3960,2179,I,-7970,D,-5309,29110,541,-230,J,J,G,-4835,345,E,A,-209,2089,,-11190,89,-579,-30396,-5621,-7354,408,-4363,458,-22004,-13569,,-2470,B,1531,299,-6090,-79,,D,1
36969,E,-1384,-8217,-4439,45019,,C,9270,C,-959,D,12022,-39545,2660,9035,5667,377,12127,A,M,A,-11066,A,29641,K,A,33566,-15160,-66211,-1140,-14785,8615,E,-30890,D,-20358,109739,1928,-1221,E,K,E,-18956,1243,D,A,-1092,7936,6937,-42641,112,-2821,-114931,-21577,-28179,1603,-16149,1255,-82795,-50260,-25050,-9754,B,6057,865,-22697,7,H,O,1
-6828,I,366,1515,982,-8649,52,E,,A,181,K,-2328,7400,-232,-1603,-1015,294,-2321,B,E,E,,A,-5459,N,B,-6293,2504,12688,-38,2610,-1847,H,5969,A,4129,-20351,-413,116,B,L,A,3655,-166,L,,173,-1402,-1486,,-30,752,21844,4333,5078,-292,2607,-268,15616,9826,4686,1813,A,-1152,,4191,130,I,,1
-5933,I,306,1219,,-7229,-9,A,-1476,A,200,K,-1775,,-429,-1194,-896,280,-2104,B,I,,1461,A,-4762,N,A,-5465,2553,10933,329,2309,-1457,H,5332,A,3273,-17755,-358,14,B,L,G,2911,-242,L,B,265,-1154,-1205,6932,-270,711,,3084,4846,-541,2348,-175,13511,8381,4225,1612,A,-1087,-18,3518,59,I,P,1
22348,H,-894,-4940,-2677,26716,-186,C,5633,A,-558,A,7071,-23221,2075,6251,3338,333,7293,B,F,A,-6594,A,17689,G,A,,-8704,-38440,-599,-8616,4849,I,-18226,D,-12247,65378,802,-879,F,A,E,-10817,763,,A,-727,5078,3923,-25066,-545,-1681,-67477,-12543,-16313,620,-9689,646,-48692,-28948,-14486,-5380,B,3317,496,-13366,-17,A,I,1
-18008,,826,3999,2412,-22230,126,E,-4440,A,601,M,-5923,19191,-885,-4065,-2739,-193,-5870,B,F,E,5013,A,-14148,J,E,-16219,6917,32723,-3,6931,-4735,A,15469,D,10279,-53235,,748,D,E,A,9378,-623,C,B,379,-3580,-3509,20756,-247,1777,,11429,13441,-760,7331,-571,40314,25203,12328,4668,A,-3085,-540,11159,211,I,B,1
3678,B,-127,-797,-434,4350,136,A,733,A,-157,H,1120,-4171,422,,581,315,1222,B,M,A,-1157,A,2944,A,A,3318,-1803,-6517,-207,-1593,793,H,-3023,A,-2137,11102,-18,,J,L,,-1816,87,E,A,-264,962,358,,48,101,-11272,-2094,-2481,147,-1796,30,-8072,-4912,,-806,A,443,256,-2456,231,J,M,1
-22313,A,850,4948,2942,-27164,-23,E,-5607,B,571,M,-7184,23863,-1478,-5009,,19,-7370,D,A,E,6145,A,-17820,J,E,-20259,9143,40337,460,8692,-5660,A,19215,A,12437,-66236,-1170,747,D,E,A,11602,-897,B,B,657,-4718,-4578,25882,-460,1999,69902,13222,17255,-1019,9446,-744,50147,31088,15364,5928,A,-3752,-455,13621,254,C,B,1
-15202,A,,3255,2230,,-152,E,,A,345,K,-4871,16297,-542,-3168,-2228,-152,-4825,B,E,E,4216,A,-11780,N,B,-13561,,27513,-214,6009,-3889,,13049,D,8606,-44544,-1007,758,B,E,A,8027,-345,C,B,516,-2971,-2996,,-257,1304,47286,9770,11284,-700,6202,-612,33809,21382,10202,3928,A,-2579,,9157,129,I,B,1
30496,H,,-6793,-3720,36739,-89,F,7318,C,-863,A,9728,-32407,1777,7224,4565,552,9975,A,A,A,-9022,A,23518,K,A,27268,-12014,-54291,-291,-12033,7218,E,-25464,D,-17080,88766,1916,-1366,F,A,E,-15628,1011,D,A,-1023,6261,,-34799,-2,-2137,-93679,,-22159,1239,,1069,-67524,-41607,-20554,-7750,B,4877,782,-18505,482,A,I,1
-5482,I,435,1264,716,-6790,-10,A,-1574,A,111,H,-1869,6351,-194,-592,-807,476,-2081,B,F,E,1298,A,-5029,N,B,-5517,,11008,238,1997,-1762,H,4964,D,3202,-17143,-364,-20,B,L,G,3130,-313,L,B,-96,-1192,-1354,6877,-577,785,18970,3141,4947,-592,2587,-251,13458,8676,4345,1610,A,-1004,-234,3711,352,I,P,1
-16493,A,555,3561,2412,-20281,187,E,-4287,A,593,K,-5372,17540,-849,-3975,-2630,-119,-5421,B,G,E,4637,A,-12893,J,B,-14660,6078,29619,-80,6437,-4274,A,14219,A,,-48643,-916,767,D,E,A,8546,-486,C,B,616,-3327,-3068,19092,80,1470,51069,10430,12296,-675,6855,-508,36838,23021,11240,4269,A,-2596,-438,9886,-10,I,B,1
-3539,I,385,630,547,-4547,-35,A,-944,A,130,K,-1177,3704,,-521,-526,,-1249,B,A,E,721,A,-3187,A,B,-3446,1527,7063,133,1328,-937,H,3421,D,1955,-11096,-136,-157,B,L,G,2010,-106,L,B,44,-734,-1015,4568,-296,705,12079,2077,3021,-327,1655,-243,8708,5604,2604,1125,A,-841,-171,2220,129,I,P,1
,B,-282,-1292,-704,7305,161,A,1664,A,-159,H,1940,-6417,678,1739,982,214,1683,B,E,A,-2150,A,4686,A,B,,-2429,-10593,-18,-2680,1179,I,-5120,,-3153,17743,123,-276,J,L,G,-2824,106,E,A,-283,1479,759,-6926,-137,-248,-18361,-3618,-4205,12,-2687,243,,-7866,-3861,-1452,B,794,97,-3688,150,J,M,1
-45527,C,1620,9807,5699,-55878,69,G,,B,1190,N,-14574,48910,-2383,-10135,-7167,-158,-15009,D,F,C,12897,B,-35987,H,E,-41292,17959,82779,,17912,-11590,G,38775,A,25791,-134838,-2673,1729,G,H,C,23738,-1454,A,B,1322,-9409,-8848,52730,-540,4059,142678,27717,34140,-2153,19343,-1568,102504,63787,31217,11967,D,-7530,-1254,28096,62,B,N,1
-23055,A,977,5325,2937,-28685,-321,E,-5745,B,561,M,-7360,25423,-640,-3905,-3796,47,-7883,D,F,,6517,A,-18880,P,E,-21519,9970,43592,,9263,-6389,A,19887,A,13194,-69085,-1623,668,D,E,A,12506,-871,B,B,506,-4808,-5270,27423,-915,2281,74538,14371,18047,-1329,,-872,53444,34257,16509,6683,A,-4070,-603,14524,189,C,E,1
-4169,I,342,971,518,-5340,-129,A,-1034,A,265,K,,4586,-35,-556,-829,143,-1706,B,A,E,1024,A,-3411,N,B,-4061,1556,8152,-96,1438,-1499,H,3855,D,2470,-12634,-513,179,,L,G,2512,-26,L,B,-9,-739,-1089,5124,-235,741,13916,2768,3485,-303,1500,-98,9832,6494,2964,1304,A,-847,-151,2664,180,J,P,1
16135,B,-557,-3513,-1991,,-201,C,4010,A,-363,L,5124,-16954,1097,4145,2526,689,5072,B,,,-5036,A,12256,B,B,14243,-5973,-28494,89,-6492,3693,I,-13274,D,-9012,46913,1005,-980,J,J,G,-8192,284,G,A,-668,3478,2581,-17974,-182,-1107,-48918,-10020,-11329,397,-6948,433,-35195,-21575,-10797,-3796,B,2405,416,-9639,371,D,D,1
19575,B,-610,-4295,-2340,,-27,C,4610,A,-552,L,6250,-20694,1286,4678,2865,746,6389,,G,A,-5731,A,15115,B,B,17522,-7737,-34792,-253,-7758,4546,I,,A,-10802,57007,1296,-828,F,J,E,-9753,648,G,A,-577,4080,3280,-22086,-260,-1315,-59904,,-13928,716,-8411,613,-42995,-26401,-13139,-4989,,,409,-11943,,D,,1
14156,B,-477,-3072,-1750,16748,-11,C,3447,A,-403,,4411,-14880,900,3466,2232,538,4324,B,E,A,-4180,A,10710,B,B,12402,-5444,-24823,-105,-5507,3327,I,-11504,A,-7881,40801,757,-822,J,J,G,-7016,411,G,A,-489,2905,2333,-15879,-189,-769,-42691,-8615,-10027,458,-5935,629,-30858,-19011,-9288,-3401,B,2491,305,-8610,180,D,D,1
-1432,I,49,131,208,-1630,124,A,-252,A,92,H,-481,,54,-277,-285,-1,-557,B,E,E,-6,A,,N,B,-769,151,2567,-50,435,-413,,1379,D,739,-3770,-201,294,B,L,G,667,-7,L,A,101,-246,-170,1479,-2,322,4006,1133,880,-171,231,100,2979,1888,800,257,A,-262,-8,755,-14,J,M,1
-2623,I,399,582,501,-3272,-2,A,-786,A,80,H,-822,2656,67,-671,-371,134,-879,B,E,E,533,A,-2086,A,B,-2000,536,4826,-144,878,-990,H,2418,D,1664,-7423,-185,,B,L,G,1393,7,L,A,-108,-689,,2949,,486,8245,1941,1630,-292,,63,5907,3740,1794,501,A,-460,119,,-25,,P,2
3990,B,-154,-835,-557,4696,-147,A,954,A,-186,H,1303,-4309,762,1480,494,53,1206,B,E,A,-1593,A,3313,A,B,3688,-1872,-6662,-363,-1789,558,H,-3101,D,-2026,12174,114,-10,J,J,G,-2034,185,E,A,-109,974,523,-4486,-426,-104,-11885,-1847,-2971,142,,289,-8547,-4635,-2648,-911,A,624,178,-2281,226,J,M,2
-38880,K,1568,8533,4897,-47773,-175,,-9708,B,1114,F,-12743,42122,-2158,-8097,-6266,34,-13092,D,I,C,11199,A,-31344,H,E,-35887,16088,71474,1140,,-9848,G,33083,A,22001,-116077,-2165,1017,G,H,C,20307,-1443,J,B,1191,-8110,-7760,45360,-762,3525,123098,23312,30034,-1890,16784,-1644,88414,55059,26965,10509,D,-6645,-866,24150,208,B,N,2
15617,B,-775,-3569,-1769,18756,-25,,3782,A,-448,L,,-16770,1327,3902,2371,229,5106,B,B,A,-4723,A,12568,B,A,14316,-6681,-27920,,-6260,3233,I,-12687,D,-8639,46441,530,,J,J,,-7771,610,G,A,-691,3374,2885,-17811,-98,-995,-48061,-8838,-11975,593,-6777,,-34556,-20825,-10447,-3918,B,2764,457,-9591,-17,D,D,2
22139,,-576,-4945,-2773,26904,91,C,,A,-728,A,7062,-23502,1331,5553,3250,637,7103,B,A,A,-6650,A,17150,G,A,19743,-8791,-39308,-336,-8875,4999,I,-18203,D,-12340,64393,1374,-831,F,J,E,-11255,853,G,A,-661,4618,3877,-25103,-203,-1440,-67674,-13840,-15901,879,-9235,771,-48702,-29936,-14990,-5519,B,3592,661,-13349,328,A,I,2
